#,Name,Type,Title,Outlet,Semester
752,"Ryberg-Webster, Stephanie R",Presentation,Who Authorizes Heritage,Whose Places Matter (and Why) Symposium,Fall 2020
753,"Ryberg-Webster, Stephanie R",Other,"""With restaurants kneecapped by pandemic, preservationists worry about Charleston cityscape""",The Post and Courier,Spring 2021
754,"Ryberg-Webster, Stephanie R",Presentation,Ohio Historic Preservation Tax Credit,Economic Benefits of Historic Preservation,Spring 2021
755,"Ryberg-Webster, Stephanie R",Review,Review of: Manufacturing Decline: How Racism and the Conservative Movement Crush the American Rust Belt,Journal of Urban Affairs,Summer 2021
756,"Ryberg-Webster, Stephanie R",Journal Publication,"Reviving Cleveland's Commercial Corridors: Analyzing the Storefront Renovation Program, 1983-2016",Journal of Urban Affairs,Summer 2021
757,"Ryberg-Webster, Stephanie R",Case Study,A Blended & Flipped Classroom Approach to Teaching Historic Preservation,Cleveland Teaching Collaborative,Spring 2022
758,"Ryberg-Webster, Stephanie R",Chapter,"Housing Preservation, Health, & Sustainability","Preservation, Sustainability, and Equity",Spring 2022
759,"Ryberg-Webster, Stephanie R",Review,The Geography of Poverty,Journal of Planning History,Fall 2022
760,"Ryberg-Webster, Stephanie R",Chapter,New Faces in Historic Preservation: Exploring the Rust Belt’s ‘Young Preservationist Movement’,Urban Histories in Practice: Morphologies & Memory,Fall 2022
761,"Ryberg-Webster, Stephanie R",Presentation,Preserving the Vanishing City: Historic Preservation in Cleveland's Age of Decline,Society for American City & Regional Planning History,Fall 2022
762,"Ryberg-Webster, Stephanie R",Book,"Preserving the Vanishing City: Historic Preservation amid Urban Decline in Cleveland, Ohio",Temple University Press,Spring 2023
763,"Ryberg-Webster, Stephanie R",Other,"Practical Preservation Podcast featuring Author Stephanie Ryberg-Webster, Ph.D.",Practical Preservation Podcast,Spring 2023
764,"Ryberg-Webster, Stephanie R",Other,"""The Author's Corner with Stephanie Ryberg-Webster""",Current - The Way of Improvement Leads Home,Spring 2023
765,"Schaefer, John M",Journal Publication,Evaluating Behavioral Skills Training as an evidence-based practice when training parents to intervene with their children.,Behavior Modification,Fall 2020
766,"Schaefer, John M",Presentation,Facilitating Peer Support Arrangements for transition-age students with intellectual and development disabilities,The Division of Career Development and Transition of CEC Annual Conference,Fall 2020
767,"Schaefer, John M",Presentation,Parents as interventionists: Preparing parents to work with children with disabilities.,OCALICON,Fall 2020
768,"Schaefer, John M",Journal Publication,The effects of teacher-delivered Behavior Skills Training on paraeducators. ,Augmentative and Alternative Communication.,Spring 2021
769,"Schaefer, John M",Journal Publication,The impact of text-to-speech on reading comprehension of students with learning disabilities in an urban school,TechTrends,Fall 2022
770,"Simons, Robert A",Journal Publication,"A Cross-Country Comparison of Green Office Building Attributes (with Spenser  Robinson, Jeremy Gabe and Andrew Sanderford), Presented at the Annual meeting  of the American Real Estate Society in Denver, Colorado, March 2016.",JPIF?,Summer 2020
771,"Simons, Robert A",Journal Publication,"Covid-19 and its effect on trip mode and destination decisions of transit riders: Experience from Ohio (with Mark Henning, Abigail Poeske, Malcolm Trier and Kirt Conrad) in ",Transportation Research Interdisciplinary Perspectives ,Summer 2020
772,"Simons, Robert A",Journal Publication,Will Driverless Vehicles Exacerbate Urban Sprawl?,JOSRE,Fall 2020
773,"Simons, Robert A",Journal Publication,Should Developers Build Convertible Parking Structures?  Or Is It Just A Public Sector Investment?,Journal of Real Estate Practice and Education ,Spring 2021
774,"Simons, Robert A",Journal Publication,Will Adoption of Driverless Cars Alleviate Urban Sprawl Or Exacerbate It? ,Journal of Sustainable Real Estate,Spring 2021
775,"Simons, Robert A",Journal Publication,The Employment Effects Of Driverless Car Adoption In The US.  ,IEDC journal,Summer 2021
776,"Simons, Robert A",Other,Crossover methods qualitative and Quantitative integration for a green office builidgs scoring matrix,likely JREL,Summer 2021
777,"Simons, Robert A",Journal Publication,"Institutional investor motivation, processes and expectations for sustainable building investment",Building Research & Information,Summer 2021
778,"Simons, Robert A",Journal Publication,Champlain Towers South Collapse: Potential Causes and the Role of Condominium Associations,JOSRE,Summer 2022
779,"Simons, Robert A",Journal Publication,"Research Trends in Sustainable Real Estate: A 12 year Summary of Articles in JOSRE and Sustainability. (with Aly Karam, Amelia Caldwell and Yan Xiao).",JREL likely,Summer 2022
780,"Simons, Robert A",Journal Publication,The Role of Blockchain and Cryptocurrencies In The Real Estate Market: Prospects For The Next 5 Years,Journal of RE Practice and Education,Summer 2022
781,"Skladany, Michael Andrew",Journal Publication,"Belton, Ben, David C. Little, Wenbo Zhang, Peter Edwards, Michael Skladany and Shakuntala H. Thilsted. 2020. “Farming fish at sea will not feed the world.” Nature Communications,  11:5804 | https://doi.org/10.1038/s41467-020-19679-9 | www.nature.com/naturecommunications November 1, 2020.",Nature Communications,Fall 2020
782,"Skladany, Michael Andrew",Book,Developing Societies in a Changing World (Second Edition),Cognella Academic Publishing ,Summer 2022
783,"Stead, Graham B",Poster Presentation,Meaning in life and the Five Factor Model: Meta-analysis.,American Psychological Association,Summer 2020
784,"Stead, Graham B",Poster Presentation,"Relationship between calling, life satisfaction, job satisfaction, and life meaning: Meta-analysis.",American Psychological Association,Summer 2020
785,"Stead, Graham B",Chapter,Cross-cultural career psychology from a critical psychology perspective.,The Oxford Handbook of Career Development. ,Summer 2021
786,"Stead, Graham B",Poster Presentation,Depression and relationship strain in caregiving dyads of Veterans with dementia. ,American Psychological Association Convention,Summer 2022
787,"Stead, Graham B",Presentation,Validation of the Korean Version of Discomfort with Anger Scale.,American Psychological Association Convention,Summer 2022
788,"Stead, Graham B",Book,Research Methods,Pearson,Summer 2022
789,"Stead, Graham B",Journal Publication,Career adaptability and career decision self-efficacy: Meta-analysis.,Journal of Career Development,Summer 2022
790,"Stead, Graham B",Poster Presentation,"Career commitment, personality, and self-efficacy: Meta-analysis.",American Psychological Association Convention,Summer 2022
791,"Stead, Graham B",Poster Presentation,Self-compassion and self-efficacy: A meta-analysis,American Psychological Association Convention,Summer 2022
792,"Stead, Graham B",Poster Presentation,Frost Multidimensional Perfectionism Scale and the five-factor model: Meta-analysis. ,American Psychological Association Convention,Summer 2022
793,"Stead, Graham B",Poster Presentation,Meta-analysis of career adaptability and social support.,American Association for Adult and Continuing Education.,Fall 2022
794,"Stead, Graham B",Book,Conducting research. ,Wize Books.,Spring 2023
795,"Sun, Rongjun",Poster Presentation,Growth Curve of Disability of Older Adults Over a 12-Year Period: Can It Be Modified by Age or Engaging in Activities?,The Gerontological Society of America (GSA) 2020 Annual Scientific Meeting ,Fall 2020
796,"Sun, Rongjun",Journal Publication,Leisure Activities and Cognitive Impairment in Old Age: The Role of Life Course Socioeconomic Status.,Aging & Mental Health,Summer 2021
797,"Sun, Rongjun",Journal Publication,Double Benefit vs. Double Jeopardy: The Role of Leisure Activities and Age in the Incidence of Disability among Chinese Older Adults,Journal of Aging and Health,Summer 2021
798,"Sun, Rongjun",Presentation,The Interaction of Life Course Socioeconomic Status and Leisure Activities on Cognitive Performance in Old Age.,Presented at the Gerontological Society of America (GSA) 2021 Annual Scientific Meeting,Fall 2021
799,"Sun, Rongjun",Journal Publication,"
Is Transition in Living Arrangements Associated with Older Adults’ Life Satisfaction When Preference is Considered?",The Journals of Gerontology,Summer 2022
800,"Sun, Rongjun",Presentation,Family Networks and Wellbeing of Caregivers for Economically Disadvantaged Advanced Cancer Patients,North Central Sociological Association,Spring 2023
801,"Tedor, Miyuki Fukushima",Presentation,Does Length of Time Caregiving Affect Net Worth? Caregivers Approaching Retirement Age,"Gerontological Society of America 2020 Annual Scientific Meeting, Innovation in Aging",Fall 2020
802,"Tedor, Miyuki Fukushima",Journal Publication,Examining trauma and incarceration by gender and sexual orientation among youth: Findings from the Add Health national longitudinal study,Crime and Delinquency,Spring 2021
803,"Tedor, Miyuki Fukushima",Journal Publication,Caregiving and net worth among men and women approaching retirement age,"Community, Work, and Family",Spring 2022
804,"Tedor, Miyuki Fukushima",Chapter,Children’s mental health,Child and Family-Serving Systems: A Compendium of Policy and Practic,Spring 2023
805,"Thomas, Elizabeth Anne",Other,The pandemic through the eyes of two professors,The Cleveland Stater,Spring 2021
806,"Tighe, J.",Journal Publication,Moving toward a Shared Understanding of the U.S. Shrinking City,Journal of Planning Education & Research,Fall 2021
807,"Tighe, J.",Book,"The Affordable Housing Reader, Volume 2",Routledge,Summer 2022
808,"Tighe, J.",Book,Not Welcome Here: White Supremacy in Housing,Routledge,Fall 2022
809,"Voight, Adam Matthew",Journal Publication,Use of Research Evidence Generated by Youth: Conceptualization and Application in Diverse U.S. K-12 Educational Settings,American Journal of Community Psychology,Summer 2020
810,"Voight, Adam Matthew",Presentation,The Racial School Climate Gap in Urban Public Schools ,American Educational Research Association,Spring 2022
811,"Voight, Adam Matthew",Presentation,Developing Students’ Critical Consciousness through School-Based Youth Participatory Action Research ,American Educational Research Association,Spring 2022
812,"Voight, Adam Matthew",Journal Publication,Development of the Short Critical Consciousness Scale (ShoCCS),Applied Developmental Science,Fall 2022
813,"Voight, Adam Matthew",Journal Publication,School Counselors’ Role in Supporting Student Voice Initiatives in Secondary Schools,Multicultural Learning and Teacher,Fall 2022
814,"Voight, Adam Matthew",Chapter,Youth Disrupting Barriers to Achieving the Good Life,Handbook of Positive Psychology in Schools: Supporting Process and Practice (3rd ed.),Fall 2022
815,"Voight, Adam Matthew",Presentation,An Examination of School Climate Improvement and Data Use Strategies Employed by School Districts.,Annual Meeting of the American Educational Research Association,Spring 2023
816,"Voight, Adam Matthew",Presentation,Youth Participatory Action Research as a Pedagogical Strategy in Core Content Areas,Annual Meeting of the American Educational Research Association,Spring 2023
817,"Wachira, Patrick W",Presentation,Reimagining Mathematics Teaching Online: Meeting the NCTM Process Standards.,48th Annual Virtual Conference of the Research Council on Mathematics Learning,Spring 2021
818,"Wachira, Patrick W",Book,Technology-Supported Interventions for Students with Special Needs in the 21st Century,IGI Global,Summer 2021
819,"Wachira, Patrick W",Journal Publication,An Exploratory Study of Predictors of Pre-service Teachers’ Intention to Integrate Computer Games in Mathematics Education,International Journal of Science and Mathematics Education (IJSME),Summer 2021
820,"Wachira, Patrick W",Journal Publication,From gatekeeper to gateway: The role of quantitative reasoning,Ohio Journal for School Mathematics,Fall 2021
821,"Wachira, Patrick W",Chapter,Digital-Based interventions for learners with mathematics learning difficulties,Technology-Supported Interventions for Students With Special Needs in the 21st Century ,Spring 2022
822,"Wachira, Patrick W",Chapter, Promoting assistive technology competencies among preservice teachers,"Technology-Supported Interventions for Students with Special	Needs in the 21st Century",Spring 2022
823,"Walker, Joan Annette",Book,Creating an Award-Winning SchoolOutside-The-Box Thinking For Inside-The School Success,Rowman & Littlefield,Spring 2023
824,"Wang, Lih-Ching C",Creative Production,I have received the 2020 CSU University Faculty Merit Recognition Award in the area of  “Teaching”.,,Summer 2020
825,"Wang, Lih-Ching C",Creative Production,"CSU’s arrangements with East China Normal University (ECNU) to provide two specific courses in the Urban Education Ph.D. Program with a Specialization in “Teaching Chinese as a Foreign Language (TCFL)” require that both institutions sign off on both a memorandum of understanding and a formal agreement. This has been a challenge, partially due to repeated changes in administrations at both institutions. The two courses currently exist as EDB 813 (Cognitive Studies in Chinese as a Foreign Language, 3 credits) and EDB 814 (Theories of Teaching Chinese as a Second/Foreign Language, 3 credits). However, two doctoral students in the TCFL program (Xuan Song and Xiaona Jin) were required to take those two courses online in Fall 2020. To resolve this issue, it was necessary for me to be very creative. First, in Summer 2020, I discussed with Dr. YiChung Chou [the Dean of the College of Arts in National Changhua University of Education (NCUE) in Changhua Taiwan] the possibility of offering both courses in Fall 2020 for CSU. Unfortunately, NCUE had no resources to teach those two courses for CSU immediately in Fall 2020. I also discussed with the College of Chinese Language & Culture of Beijing Normal University (BNU) the possibility of offering those two courses for CSU in Fall 2020. BNU did not currently offer exact equivalents of those two courses, but BNU was able to offer the following two courses for CSU’s doctoral students to take online in Fall 2020: (1) “Chinese Grammatology and Lexicology” (3 credits, used to substitute for EDB 813, and (2) “Research Methodology of Chinese Philology” (3 credits, used to substitute for EDB 814). Authorization for these course substitutions was obtained from Dr. Julia Phillips (the Director of Doctoral Studies) and Dr. Brian Yusko (the Associate Dean of Academic Affairs) in the College of Education and Human Services at CSU.",,Fall 2020
826,"Wang, Lih-Ching C",Creative Production,"In Spring 2021, I have begun to integrate the use of Google Drive as a storage location for teaching materials used in ETE 501 (Technology Strand) and ETE 572 (Advancements in Educational Technology). The process provides highly secure storage which allows for easy editing of course materials and efficient linking into course shells in Blackboard. I plan to continue this practice and gradually expand it to encompass my other courses. ",,Spring 2021
827,"Wang, Lih-Ching C",Creative Production,"I have continued to coordinate the Urban Education Ph.D. Program with a Specialization in “Teaching Chinese as a Foreign Language (TCFL)” in the College of Education and Human Services at CSU. As of April 30, 2021, two doctoral students are studying in this specialization program. Three doctoral students were admitted to the program to begin studies in Fall 2020, but have been unable to begin their studies due to pandemic-related visa issues. Two additional doctoral students have now been admitted to the program to begin studies in Fall 2021. ",,Spring 2021
828,"Wang, Lih-Ching C",Presentation,Using Classical Chinese Literatures to Serve Advanced Curriculum Development in Chinese as a Foreign Language (CFL) Education. ,"Presented online at the Provost's Teaching Summit, Cleveland State University, Cleveland, Ohio, April 26th, 2021.",Spring 2021
829,"Wang, Lih-Ching C",Proceedings Publication,"An investigation of teacher perspectives on integrating Chinese culture into Chinese-as-a-foreign-language curriculum. Presented virtually at the 8th International Conference on Educational Technologies (ICEduTech 2021), Virtual, March 3-5, 2021. ","Proceedings of the International Conferences on Mobile Learning 2021 and Educational Technologies 2021, 231-234.",Spring 2021
830,"Wang, Lih-Ching C",Creative Production,"Both ETE 812 (Educational Technology in Chinese Language Instruction, 4 credits) and EDC 811 (Training, Development, and Supervision of Teachers of Foreign Language, 4 credits) were previously to be offered at CSU for doctoral students in the Urban Education Ph.D. Program with a Specialization in “Teaching Chinese as a Foreign Language (TCFL)”. Due to low enrollment, we were unable to offer these two courses in Spring 2021. In Fall 2020, I worked intensively to resolve this issue by discussing with Dr. Julia Phillips (the Director of Doctoral Studies), Dr. Brian Yusko (the Associate Dean of Academic Affairs), Dr. Deborah Morin (the Director of Center for Educational Leadership), and Dr. Frederick Hampton (Associate Professor in the Department of Counseling, Administration, Supervision & Adult Learning) in the College of Education and Human Services at CSU how to allow Xuan Song and Xiaona Jin (doctoral students in the TCFL specialization) to substitute other CSU graduate course for these two requirements while also allowing them to enroll for at least the 8 minimum credit hours required of them in Spring 2021. Fortunately, we resolved the issue by allowing them to take the following courses in Spring 2021: (1) ETE 572 (Advancements in Educational Technology, 3 credits) plus EDU 897 (Individual Project, 1 credit, addressing a shortfall of one graduate credit), and (2) ADM 676 (Clinical Supervision/Professional Development, 3 credits) plus EDU 897 (Individual Project, 1 credit, addressing a shortfall of one graduate credit). All were taken in lieu of ETE 812 and EDC 811.",,Spring 2021
831,"Wang, Lih-Ching C",Creative Production,"The majority of student candidates for the “Master of Education in Curriculum & Instruction: PreK-12 Education in Chinese Language (Initial Licensure)” were generally recruited from China and Taiwan. Due to the coronavirus pandemic during 2020 and 2021, many prospective students have been reluctant to travel abroad to study at CSU. In addition, F1 visas from China have been limited due to US-China policy changes. These factors have dramatically impacted the enrollment for this program, and have made it impossible to offer some courses and sections of courses as originally scheduled. While I have continued efforts to recruit more students for the program in Spring 2021, at the request of the Department of Curriculum & Foundations and the CEHS Dean’s Office I have remapped the course sequence for the small number of students in the future in the program. They will take EDB 502 (Psychological Foundations of Education, 3 credits) with the Master of Urban Secondary Teaching (MUST) program students in Summer. EDB 502 is a regular part of their program of study, but is normally taken in Fall semester in a separate section for Chinese language licensure students. This remapping will move the course to Summer semester and combine them with MUST students. Then, in lieu of their EDB 595 (Seminar on Integrating Theory and Practice, 3 credits) requirement, they would take EGT 582 (Action Research in Gifted Education, 2 credits), plus one credit of Independent Study, in Spring semester.",,Spring 2021
832,"Wang, Lih-Ching C",Journal Publication,Using an iPhone or iPad for tonal activities in teaching Mandarin Chinese.,International Journal of Education,Summer 2021
833,"Wang, Lih-Ching C",Creative Production,"In Spring 2021, I began working diligently to prepare for teaching ETE 343 (Educational Technology 2, one credit) that I will teach for the first time in Fall 2021 and continue to teach in future semesters. I have worked with Deborah Vasenda and Dr. Selma Koç (the Program Coordinator of Educational Technology) in the Department of Curriculum & Foundations in the College of Education and Human Services at CSU to update the course and revise it to fit with my own teaching style. ",,Fall 2021
834,"Wang, Lih-Ching C",Creative Production,"During Summer and Fall 2021, as a member in serving in the college Peer Review Committee, I helped to finalize the “College of Education and Human Services Handbook of Guidelines and Documents Pertaining to Reappointment, Promotion and Tenure (RPT)” that was approved by the CEHS faculty in December 2021.",,Fall 2021
835,"Wang, Lih-Ching C",Creative Production,"Since Spring 2021, I have been re-designing ETE 343 (Educational Technology 2, one credit). This course was created previously and taught by Ms. Deborah Vasenda (a part-time instructor). However, in order to enhance the overall curriculum for the Department of Curriculum and Foundations, I have re-designed this course and revised it to fit with my own teaching style and taught this new version for the first time in Fall 2021. ",,Fall 2021
836,"Wang, Lih-Ching C",Creative Production,"New central administration changes at East China Normal University (ECNU) took place in Fall 2020. Since that time, I have sought to take advantage of this opportunity to resolve the issue of the two ECNU course offerings (EDB 813 & EDB 814) and arrange for updating and signing the following official Memoranda of Understanding and Agreement on behalf of CSU and ECNU: (1) “MEMORANDUM OF UNDERSTANDING BETWEEN CLEVELAND STATE UNIVERSITY, CLEVELAND, OHIO, USA AND EAST CHINA NORMAL UNIVERSITY, SHANGHAI, PEOPLE’S REPUBLIC OF CHINA” (updated agreement regarding the Urban Education Ph.D. program specialization in “Teaching Chinese as a Foreign Language (TCFL)” in the College of Education and Human Services at CSU, signed by CSU on January 19th, 2018. Due to changes in the ECNU central administration, this agreement was later updated twice by CSU in April 2019 and in August 2019 and is scheduled for review and approval by CSU and ECNU in the near future.) (2) “Special Program Agreement with East China Normal University”, signed by CSU in February 2018. (Due to changes in the ECNU central administration, this agreement was later updated three times by CSU in April 2019, in August 2019 and in February 2021, and is scheduled for review and approval by CSU and ECNU in the near future.)",,Fall 2021
837,"Wang, Lih-Ching C",Creative Production,"I’m extremely excited to report that both the MOU and Special Program Agreement [see item (1) and item (2) below for further details] with East China Normal University that have been in process for several years as part of the delivery of two specialization courses (EDB 813 “Cognitive Studies in Chinese as a Foreign Language” and EDB 814 “Theories of Teaching Chinese as a Second/Foreign Language”) in the Urban Education Ph.D. Program with a specialization in “Teaching Chinese as a Foreign Language (TCFL)” have been signed by CSU on August 30, 2021, and signed by ECNU on September 18, 2021. Dr. Brian Yusko, Associate Dean of Academic Affairs in the CEHS, has noted in his email dated 1/6/2022, that “Great thanks especially go to Dr. Wang who helped shepherd this process from start to finish.  She has been instrumental in getting it accomplished.” Item (1) “MEMORANDUM OF UNDERSTANDING BETWEEN CLEVELAND STATE UNIVERSITY, CLEVELAND, OHIO, USA AND EAST CHINA NORMAL UNIVERSITY, SHANGHAI, PEOPLE’S REPUBLIC OF CHINA” (new agreement regarding the Ph.D. program specialization in ‘Teaching Chinese as a Foreign Language’), signed by CSU on January 19th, 2018. (Due to changes in the ECNU central administration, this agreement was later updated four times by CSU in April 2019, in August 2019, in February 2021, and in August 2021. It has been reviewed and signed by CSU on August 30, 2021, and signed by ECNU on September 18, 2021.) Item (2) “Special Program Agreement with East China Normal University”, signed by CSU in February 2018. (Due to changes in the ECNU central administration, this agreement was later updated four times by CSU in April 2019, in August 2019, in February 2021, and in August 2021. It has been reviewed and signed by CSU on August 30, 2021, and signed by ECNU on September 18, 2021.)",,Fall 2021
838,"Wang, Lih-Ching C",Creative Production,"Since Summer 2021, I have been re-designing ETE 691 (eLearning Tools and Techniques, three credits). This course was co-designed previously with Drs. Selma Koç and Ronald Abate, and first offered in Spring 2017. However, in order to enhance the overall curriculum for the Master of Education specialization in Educational Technology program, I have solely re-designed this course and taught this new version for the first time in Spring 2022.",,Spring 2022
839,"Wang, Lih-Ching C",Proceedings Publication,"An investigation of the effects of foreign language classroom anxiety and technology anxiety on performance in college Chinese language online classrooms in the U.S.A. Presented at SITE 2022 − Society for Information Technology and Teacher Education, San Diego, California, April 11-15, 2022. Proceedings of Society for Information Technology & Teacher Education International Conference 2022, 171-175.",SITE 2022 − Society for Information Technology and Teacher Education,Spring 2022
840,"Wang, Lih-Ching C",Creative Production,"During Summer 2021 and Spring 2022, I have continued to integrate the use of Google Drive as a storage location for teaching materials used in ETE 501 (Technology Strand), ETE 572 (Advancements in Educational Technology), ETE 691 (eLearning Tools and Techniques), ETE 570 (Technology in Learning Environments), and ETE 343 (Educational Technology 2). The process provides highly secure storage which allows for easy editing of course materials and efficient linking into course shells in Blackboard. I plan to continue this practice in the future. ",,Spring 2022
841,"Wang, Lih-Ching C",Presentation,"A comparative analysis of the rationales and configurational patterns between Chinese characters and the English alphabet. Presented at the annual College of Education and Human Services Research Day, Julka Hall Atrium at CSU, Cleveland, Ohio, April 27, 2022.",College of Education and Human Services Research Day at CSU,Spring 2022
842,"Wang, Lih-Ching C",Creative Production,"I have continued to coordinate the specialization in “Teaching Chinese as a Foreign Language (TCFL)” in the Urban Education Ph.D. Program within the College of Education and Human Services at CSU. As of April 30, 2022, two doctoral students are studying in this specialization program. One additional doctoral student has now been admitted to the program to begin studies in Fall 2022. This one newly admitted TCFL doctoral student will be temporarily placed in the Learning and Development specialization due to low enrollments making it impossible to offer some courses and sections of courses as originally scheduled. It is anticipated that once enrollments have increased, then all the newly admitted TCFL doctoral students would be returned to the TCFL specialization in the future.",,Spring 2022
843,"Wang, Lih-Ching C",Creative Production,"From Spring 2020 to Summer 2022, I have continued to serve as the doctoral advisor and chairperson of the dissertation committee for Xuan Song, first doctoral student in the Urban Education Ph.D. Program with a Specialization in “Teaching Chinese as a Foreign Language”. I have helped him to (1) complete all the prospectus proposal revisions based on dissertation committee members’ comments in the prospectus hearing on May 7, 2021, (2) finalize the details of the interview protocol and questionnaire, (3) finalize a list of qualified candidates for interview, (4) submit all the required documents to complete the application for CSU’s Institutional Review Board (IRB) approval and receive IRB approval on July 28, 2021 (No# IRB-FY2021-302) to comply with the federal regulations for the protection of human subjects for his dissertation, (5) decide the final theoretical and conceptual frameworks in his dissertation, (6) complete introduction, literature review, data collection, data analysis, as well as report findings from the data analysis, (7) provide feedback, recommendations, and revisions as well as navigate the suggestions and modifications from among committee members on his dissertation, (8) complete, revise, refine, and finalize the whole 6 dissertation chapters including “Introduction, Literature Review, Methods, Findings, Interpretation of Research Findings, and Discussion and Conclusion”, (9) decide and finalize his dissertation title as “A Hermeneutic Phenomenological Investigation of Teachers’ Perspectives towards Integrating Culture into Chinese-as-a-Foreign-Language (CFL) Curricula and Instruction in American High Schools”, (10) submit the completed dissertation for review by the dissertation committee members on April 10, 2022, (11) submit all required documents to schedule and pass the dissertation defense on April 25, 2022, (12) submit all the required documents to apply for graduation and to attend the commencement on May 15, 2022. Helping Xuan to pass his dissertation defense and graduate from CSU with the first Ph.D. granted for this doctoral specialization at CSU is highly significant for our doctoral program and constitutes a major contribution to the field of “Teaching Chinese as a Foreign Language” at CSU and in the U.S.",,Summer 2022
844,"Wang, Lih-Ching C",Proceedings Publication,"The use of technology in teaching Chinese as a foreign language to high school students in the United States. Presented at the 5th International Academic Conference on Teaching, Learning and Education, Athens, Greece, October 21-23, 2022. Proceedings of the 5th International Academic Conference on Teaching, Learning and Education.","International Academic Conference on Teaching, Learning and Education",Fall 2022
845,"Wang, Lih-Ching C",Presentation,"A qualitative study of Chinese teachers’ experiences in promoting the seal of biliteracy in American high schools. Presented at the 2023 Chinese Language Teachers Association Annual Conference, Washington, D.C., March 31-April 2, 2023.",2023 Chinese Language Teachers Association Annual Conference,Spring 2023
846,"Wang, Lih-Ching C",Proceedings Publication,"The effectiveness of using Quizlet in Chinese vocabulary learning. Presented at SITE 2023 − Society for Information Technology and Teacher Education, New Orleans, LA, March 13-17, 2023. Proceedings of Society for Information Technology & Teacher Education International Conference 2023, 2327-2332. ",SITE 2023 − Society for Information Technology and Teacher Education,Spring 2023
847,"Wang, Lih-Ching C",Creative Production,"“Master of Education in Curriculum & Instruction: PreK-12 Education in Chinese Language (Initial Licensure)”, was re-organized and became a licensure track within the MUST (Master of Urban Secondary Teaching) program in the Department of Curriculum and Foundations, Levin College of Public Affairs and Education at CSU in Summer 2022. The program continues to operate successfully.",,Spring 2023
848,"Wang, Lih-Ching C",Presentation,"Effects of world language study on academic achievement in urban schools. Accepted for presentation at the ACTFL 2023 Convention and World Languages Expo, Chicago, IL, November 17-19, 2023. ",ACTFL 2023 Convention and World Languages Expo,Spring 2023
849,"Wang, Lih-Ching C",Journal Publication,Experiences of Chinese-as-a-Foreign-Language teachers in implementation of emergency remote teaching during the COVID-19 pandemic. Accepted on 03/19/2023 for publication in the International Journal of Instruction in its January 2024 issue.,International Journal of Instruction ,Spring 2023
850,"Warren, Markita C",Presentation,Getting Past the Chill: Navigating Attacks on Teachers in Pursuit of Racial Equity Action Research,AACTE - American Association of Colleges for Teacher Education,Spring 2023
851,"Wheatley, Karl F",Presentation,Exploration and Play: Why These Superfoods Should Dominate Early Childhood Curricula,The Ohio Early Childhood Conference (OAEYC),Spring 2021
852,"Wheatley, Karl F",Journal Publication,Humanity Faces a Global Life Emergency: We Must Start Teaching Teachers and Students About It,Journal of Education and Human Development,Spring 2022
853,"Wlodarsky, Rachel L",Chapter,Cultivating Leadership in Adult and Continuing Education:  Developing Adults Through Mentoring,New Directions in Adult and Continuing Education,Summer 2020
854,"Wlodarsky, Rachel L",Presentation,Improving social engagement: Reflection as a guiding force for constructive dialogue and mutual respect,"American Association of Adult and Continuing Education (AAACE) 2020 Conference, Improving Social Engagement Through Adult Education",Fall 2020
855,"Wlodarsky, Rachel L",Proceedings Publication,Improving Social Engagement: Reflection as a Guiding Force for Constructive Dialogue and Mutual Respect,"American Association of Adult and Continuing Education (AAACE) 2020 Conference, Improving Social Engagement Through Adult Education",Fall 2020
856,"Wlodarsky, Rachel L",Journal Publication,Tools that facilitate the reflective process: Supporting the learning and development of college educators,Perspectives in Learning,Summer 2021
857,"Wlodarsky, Rachel L",Journal Publication,Reflection on Experience as a Contribution to Success in the Academic Faculty Career Pipeline ,Journal of Faculty Development,Summer 2021
858,"Wlodarsky, Rachel L",Presentation,Therapy dogs to assist with developing equity: Utilizing animal assisted education and animal assisted therapy,"American Association of Adult and Continuing Education (AAACE) 2021 Conference, Moving the Needle: Digital Divide, Social Justice, and Adult Education",Fall 2021
859,"Wlodarsky, Rachel L",Proceedings Publication,Social and Structural Change Through Leadership Development Using Reflection within Mentoring Activities,"American Association of Adult and Continuing Education (AAACE) 2021 Conference, Moving the Needle: Digital Divide, Social Justice, and Adult Education",Fall 2021
860,"Wlodarsky, Rachel L",Proceedings Publication,Therapy dogs to assist with developing equity: Utilizing animal assisted education and animal assisted therapy. ,"American Association of Adult and Continuing Education (AAACE) 2021 Conference, Moving the Needle: Digital Divide, Social Justice, and Adult Education",Fall 2021
861,"Wlodarsky, Rachel L",Presentation,Social and structural change through leadership development using reflection within mentoring activities,"American Association of Adult and Continuing Education (AAACE) 2021 Conference, Moving the Needle: Digital Divide, Social Justice, and Adult Education",Fall 2021
862,"Wlodarsky, Rachel L",Book,"New Directions in Adult and Continuing Education: The Covid-19 Pandemic and Other Ongoing Crises: Reflections, Innovations, and Adaptations. ",Wiley Publishing,Summer 2022
863,"Wlodarsky, Rachel L",Chapter,Through a changed lens: Resilience and innovation during times of crises,"New Directions in Adult and Continuing Education, The Covid-19 Pandemic and Other Ongoing Crises: Reflections, Innovations, and Adaptations",Summer 2022
864,"Wlodarsky, Rachel L",Chapter,Coeditor notes,"New Directions in Adult and Continuing Education, The Covid-19 Pandemic and Other Ongoing Crises: Reflections, Innovations, and Adaptations",Summer 2022
